asin,main_category,category,description,brand,imageURLHighRes
B000060MJU,Travel City Regional, Travel City Regional United States South,Dont miss out on the official magazine of the Arizona Game and Fish Department Subscribe to Arizona Wildlife Views the full color magazine of Arizonas wildlife and wild places Lean about Arizonas unique wildlife resources plus hunting and fishing techniques forecasts and top sporting locations Keep abreast of current regulations and issues that affect hunters anglers boaters and wildlife enthusiasts Youll receive 6 ssues (1 year subscription published bimonthly) for only $8 50 Each issue has 40 full color pages Thats an unbeatable bargain Subscribe today for yourself and a friend ,Infonet Systems Inc.,https://images-na.ssl-images-amazon.com/images/I/51C8SX0CJJL.jpg
B000060MJV,Travel City Regional, Travel City Regional United States Northeast,The Magazine of the Coast celebrates living laughing working playing visiting and boating on the Maine coast Maines best writers and photographers cover downeast boats coastal homes gourmet food fine artists the natural world and current events Five full color issues per year ,Maine Boats Homes Harbors,https://images-na.ssl-images-amazon.com/images/I/61G-p1vXQ1L.jpg
B000062XRV,Literary Sci-Fi Mystery, Literary Sci-Fi Mystery Science Fiction Fantasy Fantasy,IThe Strand I is the magazine for mystery fans a full sized full color glossy magazine that is published four times a year Whether it is a story set in Victorian London or a contemporary hardboiled story IThe Strand I has something for everyone P Each issue of IThe Strand I Magazine features short stories by award winning writers such as Alexander McCall Smith Ray Bradbury Ruth Rendell Edward Hoch Peter Lovesey Bill Pronzini and John Mortimer plus interviews with actors and best selling writers such as Peter Ustinov John Gielgud Tony Hillerman Dick Francis P D James Anne Perry and Stacy Keach IThe Strand I has a wide array of articles from our series on The Great Detectives to profiles of mystery authors past and present IThe Strand I also publishes articles about true crimes recent articles have included a study of the Jack the Ripper murders and an investigation into the Da Vinci code phenomenon In addition each issue of IThe Strand I has at least twenty book and audiobook reviews which look at the newest releases from large as well as smaller publishers P See why the Boston Globe said discerning readers will enjoy knowing of this new IStrand I ,Strand Magazine,https://images-na.ssl-images-amazon.com/images/I/616YZS0XAWL.jpg
B0000633EA,Children Teen, Children Teen Children By Age Ages 9-12,A magazine created by girls for girls ages 8 12 Winner of a 2011 NAPPA Gold Award and a 2011 Moms Choice Gold Award Discovery Girls gives girls advice encouragement amp inspiration Plus each issue is packed with quizzes embarrassing moments contests fashion and much more!,Discovery Girls,https://images-na.ssl-images-amazon.com/images/I/51LrL9R9%2BpL.jpg
B000063XK0,Travel City Regional, Travel City Regional United States South,Southwest Fly Fishing is the magazine of choice for fly anglers who live or fish in the Southwest The area of coverage includes Colorado Utah New Mexico Texas California Nevada Mexico and Central America Each issue features up to six angling destinations along with several departments that focus exclusively on Southwest angling ,Northwest Fly Fishing LLC,https://images-na.ssl-images-amazon.com/images/I/51C267QGQ8L.jpg
B000063XJN,Sports Recreation Outdoors, Sports Recreation Outdoors Sports Leisure Water Sports,WATERSKI is edited for avid water skiers of all levels from novices to experts Standard departments include instruction boating equipment industry news travel and competition Feature focus on topics such as worldwide travel personalities in sports ski boat testing and evolutions tournament coverage trends in new products and performance tips Theme issues throughout the year include inboard boat buyers guide stern drive and outboard buyers guide special kids issue and new products for the coming year ,Bonnier Corporation,https://images-na.ssl-images-amazon.com/images/I/51I22XkozhL.jpg
B000063XK1,Travel City Regional, Travel City Regional United States West,Northwest Fly Fishing is the magazine of choice for fly anglers who live or fish in the Pacific Northwest The area of coverage includes California Oregon Washington Idaho Montana Wyoming Western Canada and Alaska Each issue features up to six angling destinations along with several departments that focus exclusively on Northwest angling ,Northwest Fly Fishing LLC,https://images-na.ssl-images-amazon.com/images/I/51mIPcXx4qL.jpg
B000063XKK,Children Teen, Children Teen Children By Age Ages 9-12,Junior Baseball focuses on players ages 7 17 their parents and coaches Covers baseball skills profiles of outstanding youth teams and players tournaments new equipment profiles of Major League stars nutrition injury prevention skills clinics baseball cards autographs and etc ,Jsan Publishing Llc,https://images-na.ssl-images-amazon.com/images/I/61nrZl4d2xL.jpg
B000063XJR,Home Garden, Home Garden How-to Home Improvements,Skilled builders share tips techniques and trade secrets that help readers build smarter faster better ,Taunton Press,https://images-na.ssl-images-amazon.com/images/I/61%2BS42ISnaL.jpg
B000063XJJ,Crafts Hobbies, Crafts Hobbies Quilts Quilting,American Patchwork Quilting is a womens magazine particularly for those interested in quilting and quilt projects Quilt templates how tos quilting tips and gift ideas are available in this magazine subscription from Magazine Store ,Meredith,https://images-na.ssl-images-amazon.com/images/I/619T3E8PNJL.jpg
B000063XJH,Crafts Hobbies, Crafts Hobbies Woodworking,The magazine for savvy woodworkers from aspiring beginners to accomplished craftsmen Contain stimulating design ideas techniques and projects ingenious tips and jigs and great product reviews ,Taunton Press,https://images-na.ssl-images-amazon.com/images/I/51I7wLFl1EL.jpg
B000063XJL,Children Teen, Children Teen Children By Age Ages 9-12,NATIONAL GEOGRAPHIC KIDS is a fact filled fast paced magazine created especially for ages 6 and up With an award winning combination of photos facts and fun NG KIDS has captivated its more than one million readers for over 35 years Articles and departments entertain and inspire readers to learn about their world with amazing information about animals science technology archaeology geography and pop culture plus jokes games activities in every issue ,National Geographic Partners LLC,https://images-na.ssl-images-amazon.com/images/I/51O3nTtLxRL.jpg
B000063XJI,Home Garden, Home Garden Gardening Horticulture,Hands on advice information and inspiration on garden design intriguing plants reliable techniques and practical landscaping projects ,Taunton Press,https://images-na.ssl-images-amazon.com/images/I/61bkGlSKLRL.jpg
B000063XJP,Crafts Hobbies, Crafts Hobbies Needlecrafts,An inspirational sewing magazine that offers the best first hand instruction for creating beautiful garments and sewn home furnishings ,Taunton Press,https://images-na.ssl-images-amazon.com/images/I/51LCH-KohjL.jpg
B000063XJY,Professional Educational Journals, Professional Educational Journals Professional Trade Education,The nations only news magazine dedicated exclusively to minority issues in higher education Diverse Issues in Higher Education provides in depth and up to date coverage of the diverse education community with information that is of particular interest to African Americans Native Americans Asian and Hispanic Americans Americans with disabilities and women ,Cox Matthews Associates Inc.,https://images-na.ssl-images-amazon.com/images/I/51IAJX7Ay6L.jpg
B000063XKC,Travel City Regional, Travel City Regional United States South,no description,no brand,https://images-na.ssl-images-amazon.com/images/I/51EKX1275ML.jpg
B000063XK5,Travel City Regional, Travel City Regional United States Midwest,Pittsburgh Magazine is the community publication for Pittsburgh and the Western Pennsylvania region The magazine presents a mosaic of Pittsburgh and Western Pennsylvania lifestyles It presents issues analyzes problems gives exposure to artists and writers and in general strives to encourage a better understanding of the community ,Wiesner Media LLC,https://images-na.ssl-images-amazon.com/images/I/51PArPazuuL.jpg
B000065ALD,Professional Educational Journals, Professional Educational Journals Professional Trade Arts Architecture,Essential to the profession for more than 110 years Architectural Record provides a compelling editorial mix of design ideas and trends building science business and professional strategies exploration of key issues new products and computer aided practice ,BNP Media II LLC,https://images-na.ssl-images-amazon.com/images/I/51TWfckxdxL.jpg
B000066624,Technology, Technology Computers Internet,Videomaker is the #1 publication covering all levels of video production techniques from planning to shooting to editing and distribution The authority on video editing and production for novices and enthusiasts Videomaker teaches video production reviews the latest equipment and explains the newest technological advances in the field of video promotion www videomaker com,Videomaker Inc.,https://images-na.ssl-images-amazon.com/images/I/51Mhcv2Y2ML.jpg
